"Order ID","Customer Name","Product Name",Sales,Company_Average
CA-2017-165323,"Steven Roelle","Hewlett-Packard Desktjet 6988DT Refurbished Printer",3404.5,229.8580008304938
CA-2015-164301,"Ellis Ballard","Bush Advantage Collection Racetrack Conference Table",3393.68,229.8580008304938
CA-2017-133865,"Penelope Sewall","Canon Imageclass D680 Copier / Fax",3359.952,229.8580008304938
CA-2016-169663,"Rick Huthwaite","Okidata MB760 Printer",3357.6,229.8580008304938
CA-2016-145625,"Kelly Collister","Logitech P710e Mobile Speakerphone",3347.37,229.8580008304938
CA-2014-144414,"Gary Hwang","GBC DocuBind P400 Electric Binding System",3266.376,229.8580008304938
CA-2015-111829,"Fred Hopkins","Canon PC940 Copier",3149.93,229.8580008304938
US-2015-150630,"Tracy Blumstein","Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,229.8580008304938
CA-2015-102491,"Katrina Willman","Cisco 9971 IP Video Phone Charcoal",3080,229.8580008304938
US-2014-106992,"Sean Braxton","Lexmark MX611dhe Monochrome Laser Printer",3059.982,229.8580008304938
CA-2017-159366,"Bart Watters","Lexmark MX611dhe Monochrome Laser Printer",3059.982,229.8580008304938
US-2015-163825,"Lena Creighton","Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind",3050.376,229.8580008304938
CA-2016-133711,"Mark Cousins","Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer",3040,229.8580008304938
CA-2016-160717,"Maria Etezadi","Samsung Galaxy Mega 6.3",3023.928,229.8580008304938
CA-2017-127432,"Alan Dominguez","Canon Image Class D660 Copier",2999.95,229.8580008304938
CA-2017-133263,"Jim Epp","Hewlett Packard LaserJet 3310 Copier",2999.95,229.8580008304938
CA-2015-149846,"Sarah Brown","Zebra GX420t Direct Thermal/Thermal Transfer Printer",2973.32,229.8580008304938
US-2017-105935,"Bradley Drucker","Samsung Galaxy Mega 6.3",2939.93,229.8580008304938
CA-2014-119375,"Yoseph Carroll","Smead Adjustable Mobile File Trolley with Lockable Top",2934.33,229.8580008304938
CA-2017-100111,"Seth Vernon","Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs",2888.127,229.8580008304938
US-2016-126452,"Scot Coram","Bretford CR8500 Series Meeting Room Furniture",2887.056,229.8580008304938
CA-2017-145219,"Robert Marley","Hewlett Packard LaserJet 3310 Copier",2879.952,229.8580008304938
CA-2014-120474,"Resi Pölking","Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat",2807.84,229.8580008304938
CA-2017-102204,"Caroline Jumper","HON 5400 Series Task Chairs for Big and Tall",2803.92,229.8580008304938
CA-2015-164777,"Sean Christensen","HON 5400 Series Task Chairs for Big and Tall",2803.92,229.8580008304938
US-2015-100377,"Todd Sumrall","Canon Imageclass D680 Copier / Fax",2799.96,229.8580008304938
CA-2016-135265,"Christopher Conant","Canon PC1060 Personal Laser Copier",2799.96,229.8580008304938
CA-2014-160766,"Darrin Martin","Ativa V4110MDD Micro-Cut Shredder",2799.96,229.8580008304938
CA-2016-129630,"Ionia McGrath","Canon PC1060 Personal Laser Copier",2799.96,229.8580008304938
US-2015-160857,"Natalie Webber","Sharp AL-1530CS Digital Copier",2799.944,229.8580008304938
CA-2017-119809,"Yana Sorensen","Fellowes PB300 Plastic Comb Binding Machine",2793.528,229.8580008304938
CA-2014-154627,"Sue Ann Reed","Apple iPhone 5S",2735.952,229.8580008304938
CA-2014-117639,"Mitch Willingham","Fellowes PB300 Plastic Comb Binding Machine",2715.93,229.8580008304938
CA-2017-157854,"Denise Monton","GBC DocuBind TL300 Electric Binding System",2690.97,229.8580008304938
US-2016-164196,"Alejandro Savely","Balt Solid Wood Round Tables",2678.94,229.8580008304938
CA-2015-111038,"Lindsay Castell","GuestStacker Chair with Chrome Finish Legs",2676.672,229.8580008304938
CA-2017-123967,"Sarah Foster","Hon 94000 Series Round Tables",2665.62,229.8580008304938
CA-2015-123113,"Annie Thurman","Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",2625.12,229.8580008304938
CA-2014-127299,"John Lee","HP Designjet T520 Inkjet Large Format Printer - 24 Color",2624.985,229.8580008304938
CA-2015-160227,"Emily Ducich","Hon Olson Stacker Chairs",2621.322,229.8580008304938
CA-2017-112333,"Karen Ferguson","Tennsco 16-Compartment Lockers with Coat Rack",2591.56,229.8580008304938
US-2016-116729,"Grace Kelly","Samsung Galaxy Note 2",2575.944,229.8580008304938
CA-2014-167199,"Maria Etezadi","Global Deluxe High-Back Manager's Chair",2573.82,229.8580008304938
CA-2015-120677,"Bill Donatelli","Hon Pagoda Stacking Chairs",2567.84,229.8580008304938
CA-2016-169670,"Joe Elijah","Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms",2563.056,229.8580008304938
CA-2017-134845,"Sharelle Roach","Lexmark MX611dhe Monochrome Laser Printer",2549.985,229.8580008304938
CA-2015-135580,"Clay Ludtke","Zebra GX420t Direct Thermal/Thermal Transfer Printer",2548.56,229.8580008304938
CA-2015-162782,"Pierre Wener","Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind",2541.98,229.8580008304938
US-2014-106992,"Sean Braxton","Xerox WorkCentre 6505DN Laser Multifunction Printer",2519.958,229.8580008304938
CA-2017-166093,"Rick Wilson","Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators",2518.29,229.8580008304938
CA-2017-168858,"Justin Deggeller","Hoover Shoulder Vac Commercial Portable Vacuum",2504.74,229.8580008304938
CA-2017-160885,"Juliana Krohn","ClearOne CHATAttach 160 - speaker phone",2479.96,229.8580008304938
CA-2015-139731,"Joel Eaton","HON 5400 Series Task Chairs for Big and Tall",2453.43,229.8580008304938
CA-2016-104157,"Meg Tillman","Office Impressions End Table, 20-1/2H x 24W x 20D",2430.08,229.8580008304938
CA-2017-121559,"Helen Wasserman","Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room",2405.2,229.8580008304938
CA-2017-122490,"Ted Trevino","Global Troy Executive Leather Low-Back Tilter",2404.704,229.8580008304938
US-2017-135013,"Harold Ryan","Hewlett Packard LaserJet 3310 Copier",2399.96,229.8580008304938
US-2017-141677,"Heather Kirkland","Canon PC1080F Personal Copier",2399.96,229.8580008304938
CA-2017-127180,"Tom Ashbrook","Polycom CX600 IP Phone VoIP phone",2399.6,229.8580008304938
CA-2016-107202,"Linda Cazamias","Panasonic KX MB2061 Multifunction Printer",2396.4,229.8580008304938
CA-2016-108987,"Anna Gayman","Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2656,229.8580008304938
CA-2017-168109,"Jim Kriz","Okidata MB491 Multifunction Printer",2395.2,229.8580008304938
US-2017-163300,"Erica Smith","GBC DocuBind 200 Manual Binding Machine",2357.488,229.8580008304938
CA-2014-126683,"Paul Prost","Bevis Oval Conference Table, Walnut",2348.82,229.8580008304938
CA-2015-169796,"Dean percer","Zebra ZM400 Thermal Label Printer",2321.9,229.8580008304938
US-2017-162558,"Dean percer","Chromcraft Bull-Nose Wood Oval Conference Tables & Bases",2314.116,229.8580008304938
CA-2015-124891,"Rick Hansen","Plantronics CS510 - Over-the-Head monaural Wireless Headset System",2309.65,229.8580008304938
US-2016-113677,"Corinna Mitchell","Xiaomi Mi3",2279.96,229.8580008304938
CA-2016-113831,"Anna Häberlin","Hon Rectangular Conference Tables",2275.5,229.8580008304938
CA-2017-100111,"Seth Vernon","Global Troy Executive Leather Low-Back Tilter",2254.41,229.8580008304938
CA-2017-143567,"Thomas Boland","Logitech diNovo Edge Keyboard",2249.91,229.8580008304938
US-2015-134558,"Peter McVee","Logitech diNovo Edge Keyboard",2249.91,229.8580008304938
CA-2014-136567,"Penelope Sewall","Chromcraft 48 x 96 Racetrack Double Pedestal Table",2244.48,229.8580008304938
CA-2017-119284,"Thomas Seio","Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)",2239.936,229.8580008304938
CA-2014-169019,"Luke Foster","GBC DocuBind P400 Electric Binding System",2177.584,229.8580008304938
CA-2017-150091,"Nora Paige","Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",2154.9,229.8580008304938
CA-2014-128209,"Greg Tran","GBC DocuBind TL300 Electric Binding System",2152.776,229.8580008304938
CA-2016-143805,"Jonathan Doherty","Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room",2104.55,229.8580008304938
CA-2016-163804,"Deborah Brumfield","Deluxe Rollaway Locking File with Drawer",2079.4,229.8580008304938
US-2017-110576,"Ross Baird","Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",2065.32,229.8580008304938
CA-2014-169726,"Joseph Holt","Ibico Ibimaster 300 Manual Binding System",2060.744,229.8580008304938
CA-2017-149559,"Karen Ferguson","Hon Pagoda Stacking Chairs",2054.272,229.8580008304938
CA-2017-107174,"Adam Bellavance","Hon 5100 Series Wood Tables",2036.86,229.8580008304938
CA-2014-128524,"Mary Zewe","Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind",2033.584,229.8580008304938
CA-2015-147830,"Natalie Fritzler","Plantronics Savi W720 Multi-Device Wireless Headset System",2025.36,229.8580008304938
CA-2017-111738,"Christopher Martinez","GBC ProClick 150 Presentation Binding System",2022.272,229.8580008304938
US-2015-126977,"Peter Fuller","DMI Eclipse Executive Suite Bookcases",2003.92,229.8580008304938
CA-2015-137113,"Tamara Willingham","Global Troy Executive Leather Low-Back Tilter",2003.92,229.8580008304938
CA-2016-155530,"Charles McCrossin","Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables",2003.52,229.8580008304938
CA-2017-121790,"Liz Preis","Samsung Galaxy S4",2003.168,229.8580008304938
CA-2014-131926,"Dianna Wilson","Global Deluxe High-Back Manager's Chair",2001.86,229.8580008304938
CA-2014-163748,"Hunter Glantz","Hewlett Packard 610 Color Digital Copier / Printer",1999.96,229.8580008304938
CA-2016-157791,"Carol Adams","Hewlett Packard 610 Color Digital Copier / Printer",1999.96,229.8580008304938
CA-2014-134313,"Russell Applegate","ClearOne CHATAttach 160 - speaker phone",1983.968,229.8580008304938
CA-2016-133725,"Ken Lonsdale","Mitel MiVoice 5330e IP Phone",1979.928,229.8580008304938
CA-2017-123372,"Deirdre Greer","Google Nexus 5",1979.89,229.8580008304938
CA-2016-113831,"Anna Häberlin","Plantronics CS510 - Over-the-Head monaural Wireless Headset System",1979.7,229.8580008304938
CA-2016-114489,"Justin Ellison","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,229.8580008304938
US-2017-118087,"Stefania Perrino","Samsung Galaxy Note 2",1931.958,229.8580008304938
CA-2015-114069,"Natalie DeCherney","Safco Contoured Stacking Chairs",1931.04,229.8580008304938
CA-2017-137596,"Bill Eplett","Maxell iVDR EX 500GB Cartridge",1928.78,229.8580008304938
CA-2016-147256,"Frank Carlisle","Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room",1927.59,229.8580008304938
CA-2017-121559,"Helen Wasserman","Hon 4070 Series Pagoda Round Back Stacking Chairs",1925.88,229.8580008304938
CA-2017-167752,"Robert Waldorf","Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room",1924.16,229.8580008304938
CA-2015-121797,"Charles Crestani","Bady BDG101FRU Card Printer",1919.976,229.8580008304938
CA-2017-136308,"Mitch Willingham","Bady BDG101FRU Card Printer",1919.976,229.8580008304938
CA-2015-137113,"Tamara Willingham","Bush Advantage Collection Round Conference Table",1913.4,229.8580008304938
US-2017-122714,"Henry Goldwyn","Ibico EPK-21 Electric Binding System",1889.99,229.8580008304938
US-2017-161935,"John Lee","Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)",1889.946,229.8580008304938
US-2015-128090,"John Murray","Samsung Galaxy S4 Mini",1879.96,229.8580008304938
CA-2017-141439,"Tonja Turnell","Samsung Galaxy S4 Mini",1879.96,229.8580008304938
CA-2017-159100,"Victoria Pisteka","Balt Solid Wood Round Tables",1875.258,229.8580008304938
CA-2015-125976,"Jamie Kunitz","Cisco SPA301",1871.88,229.8580008304938
US-2014-131275,"Sample Company A","Tennsco 6- and 18-Compartment Lockers",1856.19,229.8580008304938
CA-2014-120768,"Irene Maddox","High-Back Leather Manager's Chair",1819.86,229.8580008304938
CA-2017-119452,"Clay Ludtke","Global Leather and Oak Executive Chair, Black",1805.88,229.8580008304938
US-2017-117723,"Dionis Lloyd","Tennsco Single-Tier Lockers",1801.632,229.8580008304938
CA-2014-122931,"Suzanne McNair","Tennsco Single-Tier Lockers",1801.632,229.8580008304938
CA-2015-134719,"John Dryer","Tennsco Single-Tier Lockers",1801.632,229.8580008304938
CA-2015-147830,"Natalie Fritzler","Cubify CubeX 3D Printer Double Head Print",1799.994,229.8580008304938
US-2014-135972,"Jack Garza","Canon PC1080F Personal Copier",1799.97,229.8580008304938
CA-2014-116666,"Kean Thornton","Hewlett Packard LaserJet 3310 Copier",1799.97,229.8580008304938
CA-2015-130659,"Maribeth Schnelling","Wilson SignalBoost 841262 DB PRO Amplifier Kit",1799.75,229.8580008304938
CA-2017-141789,"Amy Cox","GBC DocuBind TL300 Electric Binding System",1793.98,229.8580008304938
CA-2016-101546,"Grace Kelly","GBC DocuBind TL300 Electric Binding System",1793.98,229.8580008304938
CA-2014-152268,"Sanjit Chand","GBC DocuBind TL300 Electric Binding System",1793.98,229.8580008304938
CA-2017-142090,"Shahid Collister","Bush Advantage Collection Racetrack Conference Table",1781.682,229.8580008304938
US-2017-118941,"Brenda Bowman","Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms",1779.9,229.8580008304938
CA-2016-105081,"Joe Elijah","SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1747.25,229.8580008304938
CA-2014-139892,"Becky Martin","SAFCO Arco Folding Chair",1740.06,229.8580008304938
CA-2014-141313,"Anthony Jacobs","Hoover Upright Vacuum With Dirt Cup",1737.18,229.8580008304938
CA-2015-135622,"Tonja Turnell","Wilson Electronics DB Pro Signal Booster",1718.4,229.8580008304938
CA-2014-115812,"Brosina Hoffman","Chromcraft Rectangular Conference Tables",1706.184,229.8580008304938
CA-2017-113418,"Corinna Mitchell","Fellowes Powershred HS-440 4-Sheet High Security Shredder",1704.89,229.8580008304938
CA-2017-115602,"Doug Jacobs","Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center",1704.56,229.8580008304938
CA-2017-123491,"Jamie Kunitz","Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1702.12,229.8580008304938
CA-2015-158421,"Giulietta Baptist","Global Comet Stacking Arm Chair",1690.04,229.8580008304938
CA-2017-168109,"Jim Kriz","Plantronics Savi W720 Multi-Device Wireless Headset System",1687.8,229.8580008304938
CA-2014-133592,"Katherine Murray","Plantronics Savi W720 Multi-Device Wireless Headset System",1687.8,229.8580008304938
US-2016-102239,"Lindsay Williams","Global Adaptabilities Conference Tables",1685.88,229.8580008304938
US-2016-163881,"Sung Pak","Global Leather Executive Chair",1684.752,229.8580008304938
CA-2014-131387,"Arianne Irving","Samsung Galaxy Mega 6.3",1679.96,229.8580008304938
CA-2014-108147,"Rick Duston","Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1676.88,229.8580008304938
US-2017-105998,"Clay Rozendal","Chromcraft Round Conference Tables",1673.184,229.8580008304938
CA-2017-148446,"Michael Chen","Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables",1669.6,229.8580008304938
CA-2017-158729,"Amy Cox","Martin Yale Chadless Opener Electric Letter Opener",1665.62,229.8580008304938
CA-2016-142335,"Michael Paige","Chromcraft Bull-Nose Wood Oval Conference Tables & Bases",1652.94,229.8580008304938
US-2016-121013,"Michael Moore","Chromcraft Bull-Nose Wood 48 x 96 Rectangular Conference Tables",1652.94,229.8580008304938
CA-2016-153598,"Neoma Murray","Logitech Z-906 Speaker sys - home theater - 5.1-CH",1649.95,229.8580008304938
US-2017-167318,"George Zrebassa","Logitech Z-906 Speaker sys - home theater - 5.1-CH",1649.95,229.8580008304938
CA-2016-125220,"Bobby Elias","Plantronics CS510 - Over-the-Head monaural Wireless Headset System",1649.75,229.8580008304938
CA-2015-160171,"Robert Marley","Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1640.7,229.8580008304938
CA-2017-107517,"Fred Chung","Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1640.7,229.8580008304938
US-2017-120390,"Tracy Hopkins","GBC DocuBind P400 Electric Binding System",1633.188,229.8580008304938
CA-2017-152912,"Brian Moss","Adjustable Depth Letter/Legal Cart",1633.14,229.8580008304938
CA-2017-138975,"Shahid Collister","O'Sullivan 2-Door Barrister Bookcase in Odessa Pine",1628.82,229.8580008304938
CA-2014-151330,"Toby Carlisle","Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms",1628.82,229.8580008304938
CA-2017-118724,"Anthony Rawles","Polycom SoundPoint IP 450 VoIP phone",1626.192,229.8580008304938
US-2015-127040,"Speros Goranitis","Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)",1619.91,229.8580008304938
US-2015-126214,"John Stevenson","Bevis 36 x 72 Conference Tables",1618.37,229.8580008304938
CA-2017-128363,"Dan Campbell","GBC DocuBind TL300 Electric Binding System",1614.582,229.8580008304938
CA-2016-168354,"Rick Huthwaite","Hot File 7-Pocket, Floor Stand",1606.23,229.8580008304938
CA-2014-145387,"Anne McFarland","Hon Pagoda Stacking Chairs",1604.9,229.8580008304938
CA-2016-128594,"Don Jones","Global Troy Executive Leather Low-Back Tilter",1603.136,229.8580008304938
CA-2016-152247,"Michelle Arnett","Global Troy Executive Leather Low-Back Tilter",1603.136,229.8580008304938
CA-2016-102162,"Jill Fjeld","Canon PC-428 Personal Copier",1599.92,229.8580008304938
CA-2015-155600,"Rose O'Brian","GBC Ibimaster 500 Manual ProClick Binding System",1598.058,229.8580008304938
CA-2016-105207,"Bill Overfelt","Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1592.85,229.8580008304938
CA-2016-105459,"Nora Preis","Tennsco 6- and 18-Compartment Lockers",1591.02,229.8580008304938
CA-2017-120376,"Theone Pippenger","Hon GuestStacker Chair",1586.69,229.8580008304938
US-2014-148838,"Christine Phan","Bretford Rectangular Conference Table Tops",1579.746,229.8580008304938
CA-2017-103877,"Robert Dilbeck","GBC DocuBind 300 Electric Binding Machine",1577.94,229.8580008304938
CA-2017-146983,"Alan Hwang","GBC DocuBind 300 Electric Binding Machine",1577.94,229.8580008304938
CA-2017-105914,"Paul Van Hugh","Tennsco Double-Tier Lockers",1575.14,229.8580008304938
CA-2014-150245,"Pamela Coakley","Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1573.488,229.8580008304938
CA-2016-169838,"Brenda Bowman","Chromcraft Round Conference Tables",1568.61,229.8580008304938
US-2016-100461,"Jack O'Briant","Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1565.88,229.8580008304938
US-2016-165505,"Claudia Bergmann","Iceberg Mobile Mega Data/Printer Cart ",1564.29,229.8580008304938
CA-2016-125087,"Thea Hudgings","Tennsco 16-Compartment Lockers with Coat Rack",1554.936,229.8580008304938
CA-2015-111514,"Scott Cohen","Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1552.831,229.8580008304938
CA-2015-101889,"David Bremer","Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",1548.99,229.8580008304938
CA-2016-124590,"Susan Pistek","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1537.074,229.8580008304938
CA-2017-155880,"Justin Deggeller","Lifetime Advantage Folding Chairs, 4/Carton",1526.56,229.8580008304938
CA-2017-131254,"Nathan Cano","Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind",1525.188,229.8580008304938
CA-2015-166947,"Edward Becker","Hon Every-Day Series Multi-Task Chairs",1522.638,229.8580008304938
CA-2015-115567,"Zuschuss Carroll","Hon Multipurpose Stacking Arm Chairs",1516.2,229.8580008304938
CA-2017-103212,"Michelle Huthwaite","Bretford Rectangular Conference Table Tops",1504.52,229.8580008304938
CA-2014-131926,"Dianna Wilson","Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room",1503.25,229.8580008304938
CA-2014-153850,"Thea Hendricks","Samsung Galaxy S4",1502.376,229.8580008304938
CA-2016-114867,"Frank Merwin","LG G2",1499.97,229.8580008304938
CA-2016-139997,"Eugene Moren","Hewlett Packard 310 Color Digital Copier",1499.95,229.8580008304938
US-2017-109316,"Maureen Gastineau","Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",1497.666,229.8580008304938
CA-2017-121027,"Helen Wasserman","Imation Bio 8GB USB Flash Drive Imation Corp",1496.16,229.8580008304938
US-2017-134481,"Allen Rosenblatt","Office Impressions End Table, 20-1/2H x 24W x 20D",1488.424,229.8580008304938
US-2015-163279,"Justin Deggeller","ClearOne CHATAttach 160 - speaker phone",1487.976,229.8580008304938
CA-2014-166954,"Beth Thompson","GuestStacker Chair with Chrome Finish Legs",1487.04,229.8580008304938
CA-2014-125731,"Clay Ludtke","GuestStacker Chair with Chrome Finish Legs",1487.04,229.8580008304938
CA-2017-116680,"Pete Kriz","Bush Cubix Conference Tables, Fully Assembled",1478.272,229.8580008304938
CA-2016-124590,"Susan Pistek","Global Leather and Oak Executive Chair, Black",1474.802,229.8580008304938
CA-2017-156776,"Jeremy Lonsdale","3.6 Cubic Foot Counter Height Office Refrigerator",1473.1,229.8580008304938
US-2017-142188,"Jennifer Ferguson","Ibico Ibimaster 300 Manual Binding System",1471.96,229.8580008304938
CA-2017-141733,"Rick Wilson","Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs",1458.65,229.8580008304938
CA-2016-123540,"Denny Joy","Global Executive Mid-Back Manager's Chair",1454.9,229.8580008304938
CA-2017-143063,"Ivan Liston","Aastra 57i VoIP phone",1454.49,229.8580008304938
CA-2015-162047,"Fred Hopkins","Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms",1448.82,229.8580008304938
CA-2015-155306,"George Ashbrook","Hoover Upright Vacuum With Dirt Cup",1447.65,229.8580008304938
CA-2017-146535,"Frank Merwin","Iceberg Mobile Mega Data/Printer Cart ",1443.96,229.8580008304938
CA-2014-132612,"Frank Olsen","Bevis 44 x 96 Conference Tables",1441.3,229.8580008304938
