"Row ID","Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name",Segment,Country,City,State,"Postal Code",Region,"Product ID",Category,Sub-Category,"Product Name",Sales,Quantity,Discount,Profit
991,CA-2015-153549,3/29/2015,3/31/2015,"Second Class",SL-20155,"Sara Luxemburg","Home Office","United States",Jacksonville,Florida,32216,South,FUR-CH-10004086,Furniture,Chairs,"Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs",1166.92,5,0.2,131.2785
995,CA-2014-117639,5/21/2014,5/25/2014,"Standard Class",MW-18235,"Mitch Willingham",Corporate,"United States","Virginia Beach",Virginia,23464,South,OFF-BI-10003925,"Office Supplies",Binders,"Fellowes PB300 Plastic Comb Binding Machine",2715.93,7,0,1276.4871
1002,CA-2015-124891,7/31/2015,7/31/2015,"Same Day",RH-19495,"Rick Hansen",Consumer,"United States","New York City","New York",10024,East,TEC-AC-10003033,Technology,Accessories,"Plantronics CS510 - Over-the-Head monaural Wireless Headset System",2309.65,7,0,762.1845
1003,CA-2015-124891,7/31/2015,7/31/2015,"Same Day",RH-19495,"Rick Hansen",Consumer,"United States","New York City","New York",10024,East,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29" High Table Top"",1090.782,7,0.4,-290.8752
1014,US-2015-126214,12/21/2015,12/24/2015,"Second Class",JS-15880,"John Stevenson",Consumer,"United States",Seattle,Washington,98103,West,FUR-TA-10003748,Furniture,Tables,"Bevis 36 x 72 Conference Tables",1618.37,13,0,356.0414
1022,CA-2015-124450,4/27/2015,5/3/2015,"Standard Class",GT-14710,"Greg Tran",Consumer,"United States",Washington,"District of Columbia",20016,East,FUR-CH-10000309,Furniture,Chairs,"Global Comet Stacking Arm Chair",1267.53,3,0,316.8825
1023,CA-2015-124450,4/27/2015,5/3/2015,"Standard Class",GT-14710,"Greg Tran",Consumer,"United States",Washington,"District of Columbia",20016,East,TEC-MA-10004212,Technology,Machines,"Cisco SPA525G2 5-Line IP Phone",1379.92,8,0,648.5624
1047,CA-2016-169103,3/8/2016,3/13/2016,"Standard Class",ZC-21910,"Zuschuss Carroll",Consumer,"United States",Miami,Florida,33142,South,TEC-PH-10001530,Technology,Phones,"Cisco Unified IP Phone 7945G VoIP phone",1363.96,5,0.2,85.2475
1049,CA-2014-139192,5/27/2014,6/1/2014,"Second Class",LC-16885,"Lena Creighton",Consumer,"United States","San Francisco",California,94109,West,TEC-PH-10000486,Technology,Phones,"Plantronics HL10 Handset Lifter",1113.504,12,0.2,125.2692
1082,CA-2015-110016,11/29/2015,12/4/2015,"Standard Class",BT-11395,"Bill Tyler",Corporate,"United States",Detroit,Michigan,48227,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",1106.91,9,0,121.7601
1086,US-2016-143819,3/1/2016,3/5/2016,"Standard Class",KD-16270,"Karen Daniels",Consumer,"United States",Yonkers,"New York",10701,East,TEC-MA-10003979,Technology,Machines,"Ativa V4110MDD Micro-Cut Shredder",4899.93,7,0,2400.9657
1127,US-2014-147627,1/20/2014,1/26/2014,"Standard Class",HL-15040,"Hunter Lopez",Consumer,"United States",Jonesboro,Arkansas,72401,South,FUR-CH-10002331,Furniture,Chairs,"Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms",1067.94,3,0,224.2674
1156,CA-2014-136567,12/20/2014,12/21/2014,"First Class",PS-19045,"Penelope Sewall","Home Office","United States",Harrisonburg,Virginia,22801,South,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48" x 96"" Racetrack Double Pedestal Table"",2244.48,7,0,493.7856
1181,CA-2014-128146,6/21/2014,6/25/2014,"Standard Class",DB-13060,"Dave Brooks",Consumer,"United States",Lakewood,"New Jersey",8701,East,TEC-PH-10004539,Technology,Phones,"Wireless Extenders zBoost YX545 SOHO Signal Booster",1322.93,7,0,357.1911
1200,CA-2016-130946,4/8/2016,4/12/2016,"Standard Class",ZC-21910,"Zuschuss Carroll",Consumer,"United States",Houston,Texas,77041,Central,OFF-BI-10004995,"Office Supplies",Binders,"GBC DocuBind P400 Electric Binding System",1088.792,4,0.8,-1850.9464
1220,US-2017-118087,9/9/2017,9/13/2017,"Standard Class",SP-20620,"Stefania Perrino",Corporate,"United States",Philadelphia,Pennsylvania,19134,East,TEC-PH-10002200,Technology,Phones,"Samsung Galaxy Note 2",1931.958,7,0.4,-386.3916
1247,CA-2014-168494,12/12/2014,12/14/2014,"Second Class",NP-18700,"Nora Preis",Consumer,"United States",Fresno,California,93727,West,FUR-TA-10003473,Furniture,Tables,"Bretford Rectangular Conference Table Tops",3610.848,12,0.2,135.4068
1250,CA-2017-115602,12/18/2017,12/24/2017,"Standard Class",DJ-13630,"Doug Jacobs",Consumer,"United States","New York City","New York",10009,East,FUR-CH-10001708,Furniture,Chairs,"Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back",1141.938,9,0.1,139.5702
1251,CA-2017-115602,12/18/2017,12/24/2017,"Standard Class",DJ-13630,"Doug Jacobs",Consumer,"United States","New York City","New York",10009,East,OFF-AP-10000891,"Office Supplies",Appliances,"Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center",1704.56,13,0,511.368
1253,CA-2015-154956,7/4/2015,7/9/2015,"Standard Class",IM-15070,"Irene Maddox",Consumer,"United States",Milwaukee,Wisconsin,53209,Central,TEC-PH-10004165,Technology,Phones,"Mitel MiVoice 5330e IP Phone",1099.96,4,0,285.9896
1376,CA-2014-126361,8/4/2014,8/9/2014,"Second Class",VD-21670,"Valerie Dominguez",Consumer,"United States","Pleasant Grove",Utah,84062,West,OFF-AP-10003590,"Office Supplies",Appliances,"Hoover WindTunnel Plus Canister Vacuum",1089.75,3,0,305.13
1434,CA-2014-120768,12/19/2014,12/21/2014,"Second Class",IM-15070,"Irene Maddox",Consumer,"United States",Florence,Alabama,35630,South,FUR-CH-10000513,Furniture,Chairs,"High-Back Leather Manager's Chair",1819.86,14,0,163.7874
1439,CA-2015-139731,10/15/2015,10/15/2015,"Same Day",JE-15745,"Joel Eaton",Consumer,"United States",Amarillo,Texas,79109,Central,FUR-CH-10002024,Furniture,Chairs,"HON 5400 Series Task Chairs for Big and Tall",2453.43,5,0.3,-350.49
1445,CA-2016-133725,5/23/2016,5/28/2016,"Standard Class",KL-16645,"Ken Lonsdale",Consumer,"United States",Chicago,Illinois,60623,Central,TEC-PH-10004165,Technology,Phones,"Mitel MiVoice 5330e IP Phone",1979.928,9,0.2,148.4946
1455,CA-2016-133711,11/26/2016,11/29/2016,"First Class",MC-17425,"Mark Cousins",Corporate,"United States",Mobile,Alabama,36608,South,TEC-MA-10000010,Technology,Machines,"Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer",3040,8,0,1459.2
1464,CA-2016-152289,8/26/2016,8/28/2016,"First Class",LC-16930,"Linda Cazamias",Corporate,"United States",Pasadena,Texas,77506,Central,FUR-CH-10002126,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs",1024.716,6,0.3,-29.2776
1487,CA-2015-140410,11/3/2015,11/7/2015,"Standard Class",CM-12655,"Corinna Mitchell","Home Office","United States","Los Angeles",California,90008,West,TEC-PH-10003580,Technology,Phones,"Cisco IP Phone 7961G-GE VoIP phone",1212.848,7,0.2,106.1242
1506,CA-2015-153388,8/1/2015,8/7/2015,"Standard Class",PC-19000,"Pauline Chand","Home Office","United States","Los Angeles",California,90004,West,FUR-TA-10003715,Furniture,Tables,"Hon 2111 Invitation Series Corner Table",1004.976,6,0.2,-175.8708
1517,CA-2017-148446,12/10/2017,12/14/2017,"Second Class",MC-17845,"Michael Chen",Consumer,"United States","North Las Vegas",Nevada,89031,West,FUR-TA-10004256,Furniture,Tables,"Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables",1669.6,4,0,116.872
1546,CA-2014-150245,12/31/2014,1/4/2015,"Second Class",PC-18745,"Pamela Coakley",Corporate,"United States",Watertown,"New York",13601,East,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1573.488,7,0.2,196.686
1563,US-2017-102890,6/30/2017,6/30/2017,"Same Day",SG-20470,"Sheri Gordon",Consumer,"United States","New York City","New York",10011,East,FUR-TA-10000577,Furniture,Tables,"Bretford CR4500 Series Slim Rectangular Table",1044.63,5,0.4,-295.9785
1583,CA-2015-131338,8/9/2015,8/12/2015,"First Class",NP-18325,"Naresj Patel",Consumer,"United States","New York City","New York",10024,East,OFF-BI-10000545,"Office Supplies",Binders,"GBC Ibimaster 500 Manual ProClick Binding System",1217.568,2,0.2,456.588
1614,CA-2017-138380,12/21/2017,12/25/2017,"Standard Class",YS-21880,"Yana Sorensen",Corporate,"United States",Oakland,California,94601,West,OFF-ST-10003306,"Office Supplies",Storage,"Letter Size Cart",1000.02,7,0,290.0058
1626,CA-2015-157084,12/19/2015,12/24/2015,"Standard Class",JG-15160,"James Galang",Consumer,"United States","Los Angeles",California,90049,West,TEC-AC-10002049,Technology,Accessories,"Plantronics Savi W720 Multi-Device Wireless Headset System",1265.85,3,0,556.974
1631,CA-2016-106530,5/8/2016,5/8/2016,"Same Day",CL-12565,"Clay Ludtke",Consumer,"United States",Cleveland,Ohio,44105,East,OFF-ST-10002011,"Office Supplies",Storage,"Smead Adjustable Mobile File Trolley with Lockable Top",1006.056,3,0.2,88.0299
1644,CA-2015-111829,3/19/2015,3/20/2015,"First Class",FH-14365,"Fred Hopkins",Corporate,"United States",Seattle,Washington,98115,West,OFF-ST-10000142,"Office Supplies",Storage,"Deluxe Rollaway Locking File with Drawer",1247.64,3,0,349.3392
1645,CA-2015-111829,3/19/2015,3/20/2015,"First Class",FH-14365,"Fred Hopkins",Corporate,"United States",Seattle,Washington,98115,West,TEC-CO-10001766,Technology,Copiers,"Canon PC940 Copier",3149.93,7,0,1480.4671
1670,US-2015-157154,1/10/2015,1/15/2015,"Standard Class",MM-17920,"Michael Moore",Consumer,"United States","New York City","New York",10011,East,FUR-TA-10001889,Furniture,Tables,"Bush Advantage Collection Racetrack Conference Table",1018.104,4,0.4,-373.3048
1702,CA-2015-114069,7/13/2015,7/15/2015,"Second Class",ND-18370,"Natalie DeCherney",Consumer,"United States","New York City","New York",10035,East,FUR-CH-10000595,Furniture,Chairs,"Safco Contoured Stacking Chairs",1931.04,9,0.1,321.84
1712,CA-2017-123491,10/30/2017,11/5/2017,"Standard Class",JK-15205,"Jamie Kunitz",Consumer,"United States","San Francisco",California,94122,West,OFF-AP-10002684,"Office Supplies",Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1702.12,14,0,510.636
1728,US-2017-164056,4/29/2017,5/4/2017,"Second Class",FM-14215,"Filia McAdams",Corporate,"United States",Dublin,Ohio,43017,East,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.35,5,0.4,-69.89
1757,CA-2015-135622,12/8/2015,12/11/2015,"Second Class",TT-21460,"Tonja Turnell","Home Office","United States","Fort Worth",Texas,76106,Central,TEC-PH-10001817,Technology,Phones,"Wilson Electronics DB Pro Signal Booster",1718.4,6,0.2,150.36
1792,CA-2014-120474,12/1/2014,12/3/2014,"First Class",RP-19390,"Resi Pölking",Consumer,"United States",Madison,Wisconsin,53711,Central,FUR-CH-10001854,Furniture,Chairs,"Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat",2807.84,8,0,673.8816
1804,CA-2017-158379,9/22/2017,9/26/2017,"Second Class",JA-15970,"Joseph Airdo",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,OFF-SU-10002881,"Office Supplies",Supplies,"Martin Yale Chadless Opener Electric Letter Opener",4663.736,7,0.2,-1049.3406
1806,US-2016-116729,12/25/2016,12/28/2016,"First Class",GK-14620,"Grace Kelly",Corporate,"United States","Los Angeles",California,90049,West,TEC-PH-10002200,Technology,Phones,"Samsung Galaxy Note 2",2575.944,7,0.2,257.5944
1812,CA-2014-132612,6/9/2014,6/11/2014,"Second Class",FO-14305,"Frank Olsen",Consumer,"United States",Harrisonburg,Virginia,22801,South,FUR-TA-10004534,Furniture,Tables,"Bevis 44 x 96 Conference Tables",1441.3,7,0,245.021
1828,CA-2016-109344,2/8/2016,2/11/2016,"Second Class",CH-12070,"Cathy Hwang","Home Office","United States",Raleigh,"North Carolina",27604,South,TEC-PH-10002624,Technology,Phones,"Samsung Galaxy S4 Mini",1127.976,3,0.2,126.8973
1831,CA-2017-145884,10/21/2017,10/21/2017,"Same Day",SL-20155,"Sara Luxemburg","Home Office","United States",Muskogee,Oklahoma,74403,Central,TEC-PH-10000895,Technology,Phones,"Polycom VVX 310 VoIP phone",1439.92,8,0,374.3792
1834,CA-2017-162691,8/1/2017,8/7/2017,"Standard Class",AS-10045,"Aaron Smayling",Corporate,"United States",Austin,Texas,78745,Central,TEC-MA-10000488,Technology,Machines,"Bady BDG101FRU Card Printer",1439.982,3,0.4,-263.9967
1837,CA-2017-122693,2/19/2017,2/21/2017,"Second Class",NH-18610,"Nicole Hansen",Corporate,"United States",Roswell,Georgia,30076,South,OFF-AP-10002518,"Office Supplies",Appliances,"Kensington 7 Outlet MasterPiece Power Center",1245.86,7,0,361.2994
