"Row ID","Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name",Segment,Country,City,State,"Postal Code",Region,"Product ID",Category,Sub-Category,"Product Name",Sales,Quantity,Discount,Profit
20,CA-2014-143336,8/27/2014,9/1/2014,"Second Class",ZD-21925,"Zuschuss Donatelli",Consumer,"United States","San Francisco",California,94109,West,TEC-PH-10001949,Technology,Phones,"Cisco SPA 501G IP Phone",213.48,3,0.2,16.011
21,CA-2014-143336,8/27/2014,9/1/2014,"Second Class",ZD-21925,"Zuschuss Donatelli",Consumer,"United States","San Francisco",California,94109,West,OFF-BI-10002215,"Office Supplies",Binders,"Wilson Jones Hanging View Binder, White, 1""",22.72,4,0.2,7.384
25,CA-2015-106320,9/25/2015,9/30/2015,"Standard Class",EB-13870,"Emily Burns",Consumer,"United States",Orem,Utah,84057,West,FUR-TA-10000577,Furniture,Tables,"Bretford CR4500 Series Slim Rectangular Table",1044.63,3,0,240.2649
26,CA-2016-121755,1/16/2016,1/20/2016,"Second Class",EH-13945,"Eric Hoffmann",Consumer,"United States","Los Angeles",California,90049,West,OFF-BI-10001634,"Office Supplies",Binders,"Wilson Jones Active Use Binders",11.648,2,0.2,4.2224
27,CA-2016-121755,1/16/2016,1/20/2016,"Second Class",EH-13945,"Eric Hoffmann",Consumer,"United States","Los Angeles",California,90049,West,TEC-AC-10003027,Technology,Accessories,"Imation 8GB Mini TravelDrive USB 2.0 Flash Drive",90.57,3,0,11.7741
43,CA-2016-101343,7/17/2016,7/22/2016,"Standard Class",RA-19885,"Ruben Ausman",Corporate,"United States","Los Angeles",California,90049,West,OFF-ST-10003479,"Office Supplies",Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,0,3.894
63,CA-2015-135545,11/24/2015,11/30/2015,"Standard Class",KM-16720,"Kunst Miller",Consumer,"United States","Los Angeles",California,90004,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0,6.1512
64,CA-2015-135545,11/24/2015,11/30/2015,"Standard Class",KM-16720,"Kunst Miller",Consumer,"United States","Los Angeles",California,90004,West,OFF-BI-10001078,"Office Supplies",Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8" X 11"""",25.824,6,0.2,9.3612
65,CA-2015-135545,11/24/2015,11/30/2015,"Standard Class",KM-16720,"Kunst Miller",Consumer,"United States","Los Angeles",California,90004,West,OFF-PA-10003892,"Office Supplies",Paper,"Xerox 1943",146.73,3,0,68.9631
66,CA-2015-135545,11/24/2015,11/30/2015,"Standard Class",KM-16720,"Kunst Miller",Consumer,"United States","Los Angeles",California,90004,West,FUR-FU-10000397,Furniture,Furnishings,"Luxo Economy Swing Arm Lamp",79.76,4,0,22.3328
68,CA-2014-106376,12/5/2014,12/10/2014,"Standard Class",BS-11590,"Brendan Sweed",Corporate,"United States",Gilbert,Arizona,85234,West,OFF-AR-10002671,"Office Supplies",Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,8,0.2,111.3024
69,CA-2014-106376,12/5/2014,12/10/2014,"Standard Class",BS-11590,"Brendan Sweed",Corporate,"United States",Gilbert,Arizona,85234,West,TEC-PH-10002726,Technology,Phones,"netTALK DUO VoIP Telephone Service",167.968,4,0.2,62.988
82,CA-2014-139451,10/12/2014,10/16/2014,"Standard Class",DN-13690,"Duane Noonan",Consumer,"United States","San Francisco",California,94122,West,OFF-AR-10002053,"Office Supplies",Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,0,4.172
83,CA-2014-139451,10/12/2014,10/16/2014,"Standard Class",DN-13690,"Duane Noonan",Consumer,"United States","San Francisco",California,94122,West,OFF-ST-10002370,"Office Supplies",Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0,6.2031
90,CA-2016-109806,9/17/2016,9/22/2016,"Standard Class",JS-15685,"Jim Sink",Corporate,"United States","Los Angeles",California,90036,West,OFF-AR-10004930,"Office Supplies",Art,"Turquoise Lead Holder with Pocket Clip",20.1,3,0,6.633
91,CA-2016-109806,9/17/2016,9/22/2016,"Standard Class",JS-15685,"Jim Sink",Corporate,"United States","Los Angeles",California,90036,West,TEC-PH-10004093,Technology,Phones,"Panasonic Kx-TS550",73.584,2,0.2,8.2782
92,CA-2016-109806,9/17/2016,9/22/2016,"Standard Class",JS-15685,"Jim Sink",Corporate,"United States","Los Angeles",California,90036,West,OFF-PA-10000304,"Office Supplies",Paper,"Xerox 1995",6.48,1,0,3.1104
96,US-2017-109484,11/6/2017,11/12/2017,"Standard Class",RB-19705,"Roger Barcio","Home Office","United States",Portland,Oregon,97206,West,OFF-BI-10004738,"Office Supplies",Binders,"Flexible Leather- Look Classic Collection Ring Binder",5.682,1,0.7,-3.788
98,CA-2017-157833,6/17/2017,6/20/2017,"First Class",KD-16345,"Katherine Ducich",Consumer,"United States","San Francisco",California,94122,West,OFF-BI-10001721,"Office Supplies",Binders,"Trimflex Flexible Post Binders",51.312,3,0.2,17.9592
104,US-2015-156867,11/13/2015,11/17/2015,"Standard Class",LC-16870,"Lena Cacioppo",Consumer,"United States",Aurora,Colorado,80013,West,TEC-AC-10001552,Technology,Accessories,"Logitech K350 2.4Ghz Wireless Keyboard",238.896,6,0.2,-26.8758
105,US-2015-156867,11/13/2015,11/17/2015,"Standard Class",LC-16870,"Lena Cacioppo",Consumer,"United States",Aurora,Colorado,80013,West,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.8385
118,CA-2015-110457,3/2/2015,3/6/2015,"Standard Class",DK-13090,"Dave Kipp",Consumer,"United States",Seattle,Washington,98103,West,FUR-TA-10001768,Furniture,Tables,"Hon Racetrack Conference Tables",787.53,3,0,165.3813
127,US-2017-107272,11/5/2017,11/12/2017,"Standard Class",TS-21610,"Troy Staebel",Consumer,"United States",Phoenix,Arizona,85023,West,OFF-BI-10003274,"Office Supplies",Binders,"Avery Durable Slant Ring Binders, No Labels",2.388,2,0.7,-1.8308
128,US-2017-107272,11/5/2017,11/12/2017,"Standard Class",TS-21610,"Troy Staebel",Consumer,"United States",Phoenix,Arizona,85023,West,OFF-ST-10002974,"Office Supplies",Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992,7,0.2,30.499
129,US-2016-125969,11/6/2016,11/10/2016,"Second Class",LS-16975,"Lindsay Shagiari","Home Office","United States","Los Angeles",California,90004,West,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",81.424,2,0.2,-9.1602
130,US-2016-125969,11/6/2016,11/10/2016,"Second Class",LS-16975,"Lindsay Shagiari","Home Office","United States","Los Angeles",California,90004,West,FUR-FU-10003773,Furniture,Furnishings,"Eldon Cleatmat Plus Chair Mats for High Pile Carpets",238.56,3,0,26.2416
134,CA-2016-145583,10/13/2016,10/19/2016,"Standard Class",LC-16885,"Lena Creighton",Consumer,"United States",Roseville,California,95661,West,OFF-PA-10001804,"Office Supplies",Paper,"Xerox 195",20.04,3,0,9.6192
135,CA-2016-145583,10/13/2016,10/19/2016,"Standard Class",LC-16885,"Lena Creighton",Consumer,"United States",Roseville,California,95661,West,OFF-PA-10001736,"Office Supplies",Paper,"Xerox 1880",35.44,1,0,16.6568
136,CA-2016-145583,10/13/2016,10/19/2016,"Standard Class",LC-16885,"Lena Creighton",Consumer,"United States",Roseville,California,95661,West,OFF-AR-10001149,"Office Supplies",Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,0,3.456
137,CA-2016-145583,10/13/2016,10/19/2016,"Standard Class",LC-16885,"Lena Creighton",Consumer,"United States",Roseville,California,95661,West,OFF-FA-10002988,"Office Supplies",Fasteners,"Ideal Clamps",4.02,2,0,1.9698
138,CA-2016-145583,10/13/2016,10/19/2016,"Standard Class",LC-16885,"Lena Creighton",Consumer,"United States",Roseville,California,95661,West,OFF-BI-10004781,"Office Supplies",Binders,"GBC Wire Binding Strips",76.176,3,0.2,26.6616
139,CA-2016-145583,10/13/2016,10/19/2016,"Standard Class",LC-16885,"Lena Creighton",Consumer,"United States",Roseville,California,95661,West,OFF-SU-10001218,"Office Supplies",Supplies,"Fiskars Softgrip Scissors",65.88,6,0,18.4464
140,CA-2016-145583,10/13/2016,10/19/2016,"Standard Class",LC-16885,"Lena Creighton",Consumer,"United States",Roseville,California,95661,West,FUR-FU-10001706,Furniture,Furnishings,"Longer-Life Soft White Bulbs",43.12,14,0,20.6976
142,CA-2017-106180,9/18/2017,9/23/2017,"Standard Class",SH-19975,"Sally Hughsby",Corporate,"United States","San Francisco",California,94122,West,OFF-AR-10000940,"Office Supplies",Art,"Newell 343",8.82,3,0,2.3814
143,CA-2017-106180,9/18/2017,9/23/2017,"Standard Class",SH-19975,"Sally Hughsby",Corporate,"United States","San Francisco",California,94122,West,OFF-EN-10004030,"Office Supplies",Envelopes,"Convenience Packs of Business Envelopes",10.86,3,0,5.1042
144,CA-2017-106180,9/18/2017,9/23/2017,"Standard Class",SH-19975,"Sally Hughsby",Corporate,"United States","San Francisco",California,94122,West,OFF-PA-10004327,"Office Supplies",Paper,"Xerox 1911",143.7,3,0,68.976
146,CA-2015-110744,9/7/2015,9/12/2015,"Standard Class",HA-14920,"Helen Andreada",Consumer,"United States",Pasadena,California,91104,West,OFF-ST-10003656,"Office Supplies",Storage,"Safco Industrial Wire Shelving",671.93,7,0,20.1579
152,CA-2016-158834,3/13/2016,3/16/2016,"First Class",TW-21025,"Tamara Willingham","Home Office","United States",Scottsdale,Arizona,85254,West,OFF-AP-10000326,"Office Supplies",Appliances,"Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection",157.92,5,0.2,17.766
153,CA-2016-158834,3/13/2016,3/16/2016,"First Class",TW-21025,"Tamara Willingham","Home Office","United States",Scottsdale,Arizona,85254,West,TEC-PH-10001254,Technology,Phones,"Jabra BIZ 2300 Duo QD Duo Corded Headset",203.184,2,0.2,15.2388
154,CA-2015-124919,5/31/2015,6/2/2015,"First Class",SP-20650,"Stephanie Phelps",Corporate,"United States","San Jose",California,95123,West,OFF-PA-10001950,"Office Supplies",Paper,"Southworth 25% Cotton Antique Laid Paper & Envelopes",58.38,7,0,26.271
155,CA-2015-124919,5/31/2015,6/2/2015,"First Class",SP-20650,"Stephanie Phelps",Corporate,"United States","San Jose",California,95123,West,OFF-PA-10002254,"Office Supplies",Paper,"Xerox 1883",105.52,4,0,48.5392
156,CA-2015-124919,5/31/2015,6/2/2015,"First Class",SP-20650,"Stephanie Phelps",Corporate,"United States","San Jose",California,95123,West,OFF-ST-10001590,"Office Supplies",Storage,"Tenex Personal Project File with Scoop Front Design, Black",80.88,6,0,21.0288
157,CA-2015-118948,5/28/2015,6/3/2015,"Standard Class",NK-18490,"Neil Knudson","Home Office","United States",Seattle,Washington,98105,West,OFF-AR-10001547,"Office Supplies",Art,"Newell 311",6.63,3,0,1.7901
158,CA-2014-104269,3/1/2014,3/6/2014,"Second Class",DB-13060,"Dave Brooks",Consumer,"United States",Seattle,Washington,98115,West,FUR-CH-10004063,Furniture,Chairs,"Global Deluxe High-Back Manager's Chair",457.568,2,0.2,51.4764
161,CA-2016-162733,5/11/2016,5/12/2016,"First Class",TT-21070,"Ted Trevino",Consumer,"United States","Los Angeles",California,90045,West,OFF-PA-10002751,"Office Supplies",Paper,"Xerox 1920",5.98,1,0,2.691
163,CA-2016-154508,11/16/2016,11/20/2016,"Standard Class",RD-19900,"Ruben Dartt",Consumer,"United States",Carlsbad,"New Mexico",88220,West,OFF-EN-10001990,"Office Supplies",Envelopes,"Staple envelope",28.4,5,0,13.348
164,CA-2016-113817,11/7/2016,11/11/2016,"Standard Class",MJ-17740,"Max Jones",Consumer,"United States",Seattle,Washington,98115,West,OFF-BI-10004002,"Office Supplies",Binders,"Wilson Jones International Size A4 Ring Binders",27.68,2,0.2,9.688
172,CA-2014-118962,8/5/2014,8/9/2014,"Standard Class",CS-12130,"Chad Sievert",Consumer,"United States","Los Angeles",California,90004,West,OFF-PA-10000659,"Office Supplies",Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",20.94,3,0,9.8418
173,CA-2014-118962,8/5/2014,8/9/2014,"Standard Class",CS-12130,"Chad Sievert",Consumer,"United States","Los Angeles",California,90004,West,OFF-PA-10001144,"Office Supplies",Paper,"Xerox 1913",110.96,2,0,53.2608
174,CA-2014-118962,8/5/2014,8/9/2014,"Standard Class",CS-12130,"Chad Sievert",Consumer,"United States","Los Angeles",California,90004,West,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",340.144,7,0.2,21.259
187,CA-2014-123260,8/26/2014,8/30/2014,"Standard Class",FM-14290,"Frank Merwin","Home Office","United States","Los Angeles",California,90032,West,TEC-AC-10002323,Technology,Accessories,"SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card",176.8,8,0,22.984
195,CA-2015-131457,10/31/2015,11/6/2015,"Standard Class",MZ-17515,"Mary Zewe",Corporate,"United States",Redlands,California,92374,West,OFF-EN-10001509,"Office Supplies",Envelopes,"Poly String Tie Envelopes",14.28,7,0,6.7116
202,CA-2014-133690,8/3/2014,8/5/2014,"First Class",BS-11755,"Bruce Stewart",Consumer,"United States",Denver,Colorado,80219,West,FUR-TA-10004289,Furniture,Tables,"BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables",218.75,2,0.5,-161.875
203,CA-2014-133690,8/3/2014,8/5/2014,"First Class",BS-11755,"Bruce Stewart",Consumer,"United States",Denver,Colorado,80219,West,OFF-AP-10003622,"Office Supplies",Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,1,0.2,0.2925
206,CA-2017-108329,12/9/2017,12/14/2017,"Standard Class",LE-16810,"Laurel Elliston",Consumer,"United States",Whittier,California,90604,West,TEC-PH-10001918,Technology,Phones,"Nortel Business Series Terminal T7208 Digital phone",444.768,4,0.2,44.4768
218,CA-2016-130162,10/28/2016,11/1/2016,"Standard Class",JH-15910,"Jonathan Howell",Consumer,"United States","Los Angeles",California,90032,West,OFF-ST-10001328,"Office Supplies",Storage,"Personal Filing Tote with Lid, Black/Gray",93.06,6,0,26.0568
219,CA-2016-130162,10/28/2016,11/1/2016,"Standard Class",JH-15910,"Jonathan Howell",Consumer,"United States","Los Angeles",California,90032,West,TEC-PH-10002563,Technology,Phones,"Adtran 1202752G1",302.376,3,0.2,22.6782
237,CA-2017-160514,11/12/2017,11/16/2017,"Standard Class",DB-13120,"David Bremer",Corporate,"United States","Santa Clara",California,95051,West,OFF-PA-10002479,"Office Supplies",Paper,"Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)",10.56,2,0,4.752
250,CA-2016-154739,12/10/2016,12/15/2016,"Second Class",LH-17155,"Logan Haushalter",Consumer,"United States","San Francisco",California,94109,West,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,0.2,28.1372
251,CA-2016-145625,9/11/2016,9/17/2016,"Standard Class",KC-16540,"Kelly Collister",Consumer,"United States","San Diego",California,92037,West,OFF-PA-10004569,"Office Supplies",Paper,"Wirebound Message Books, Two 4 1/4" x 5"" Forms per Page"",7.61,1,0,3.5767
252,CA-2016-145625,9/11/2016,9/17/2016,"Standard Class",KC-16540,"Kelly Collister",Consumer,"United States","San Diego",California,92037,West,TEC-AC-10003832,Technology,Accessories,"Logitech P710e Mobile Speakerphone",3347.37,13,0,636.0003
266,CA-2015-155040,11/10/2015,11/15/2015,"Standard Class",AH-10210,"Alan Hwang",Consumer,"United States",Brentwood,California,94513,West,TEC-AC-10004469,Technology,Accessories,"Microsoft Sculpt Comfort Mouse",79.9,2,0,35.156
271,CA-2017-163979,12/28/2017,1/2/2018,"Second Class",KH-16690,"Kristen Hastings",Corporate,"United States","San Francisco",California,94110,West,OFF-ST-10003208,"Office Supplies",Storage,"Adjustable Depth Letter/Legal Cart",725.84,4,0,210.4936
272,CA-2015-155334,7/30/2015,7/31/2015,"First Class",HA-14920,"Helen Andreada",Consumer,"United States","San Francisco",California,94109,West,TEC-AC-10003628,Technology,Accessories,"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",209.93,7,0,92.3692
273,CA-2015-155334,7/30/2015,7/31/2015,"First Class",HA-14920,"Helen Andreada",Consumer,"United States","San Francisco",California,94109,West,FUR-FU-10003274,Furniture,Furnishings,"Regeneration Desk Collection",5.28,3,0,2.3232
274,CA-2015-155334,7/30/2015,7/31/2015,"First Class",HA-14920,"Helen Andreada",Consumer,"United States","San Francisco",California,94109,West,OFF-BI-10002557,"Office Supplies",Binders,"Presstex Flexible Ring Binders",10.92,3,0.2,4.095
276,CA-2017-118136,9/16/2017,9/17/2017,"First Class",BB-10990,"Barry Blumstein",Corporate,"United States",Inglewood,California,90301,West,OFF-AR-10001427,"Office Supplies",Art,"Newell 330",5.98,1,0,1.5548
283,CA-2015-130890,11/2/2015,11/6/2015,"Standard Class",JO-15280,"Jas O'Carroll",Consumer,"United States","Los Angeles",California,90004,West,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29" High Table Top"",1038.84,5,0.2,51.942
284,CA-2015-130883,9/26/2015,10/2/2015,"Standard Class",TB-21520,"Tracy Blumstein",Consumer,"United States",Portland,Oregon,97206,West,OFF-PA-10000474,"Office Supplies",Paper,"Easy-staple paper",141.76,5,0.2,47.844
285,CA-2015-130883,9/26/2015,10/2/2015,"Standard Class",TB-21520,"Tracy Blumstein",Consumer,"United States",Portland,Oregon,97206,West,TEC-AC-10001956,Technology,Accessories,"Microsoft Arc Touch Mouse",239.8,5,0.2,47.96
286,CA-2015-130883,9/26/2015,10/2/2015,"Standard Class",TB-21520,"Tracy Blumstein",Consumer,"United States",Portland,Oregon,97206,West,OFF-PA-10004100,"Office Supplies",Paper,"Xerox 216",31.104,6,0.2,10.8864
294,CA-2014-111451,12/26/2014,12/28/2014,"First Class",KL-16555,"Kelly Lampkin",Corporate,"United States","Colorado Springs",Colorado,80906,West,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13" Diameter Goldtone Round Wall Clock"",300.416,8,0.2,78.8592
295,CA-2014-111451,12/26/2014,12/28/2014,"First Class",KL-16555,"Kelly Lampkin",Corporate,"United States","Colorado Springs",Colorado,80906,West,FUR-CH-10001891,Furniture,Chairs,"Global Deluxe Office Fabric Chairs",230.352,3,0.2,20.1558
296,CA-2014-111451,12/26/2014,12/28/2014,"First Class",KL-16555,"Kelly Lampkin",Corporate,"United States","Colorado Springs",Colorado,80906,West,FUR-FU-10002918,Furniture,Furnishings,"Eldon ClusterMat Chair Mat with Cordless Antistatic Protection",218.352,3,0.2,-24.5646
297,CA-2014-111451,12/26/2014,12/28/2014,"First Class",KL-16555,"Kelly Lampkin",Corporate,"United States","Colorado Springs",Colorado,80906,West,OFF-BI-10004593,"Office Supplies",Binders,"Ibico Laser Imprintable Binding System Covers",78.6,5,0.7,-62.88
298,CA-2014-111451,12/26/2014,12/28/2014,"First Class",KL-16555,"Kelly Lampkin",Corporate,"United States","Colorado Springs",Colorado,80906,West,OFF-FA-10004854,"Office Supplies",Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.552,3,0.2,9.2988
310,CA-2016-142902,9/12/2016,9/14/2016,"Second Class",BP-11185,"Ben Peterman",Corporate,"United States",Arvada,Colorado,80004,West,FUR-FU-10001918,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",15.136,4,0.2,3.5948
311,CA-2016-142902,9/12/2016,9/14/2016,"Second Class",BP-11185,"Ben Peterman",Corporate,"United States",Arvada,Colorado,80004,West,FUR-CH-10004086,Furniture,Chairs,"Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs",466.768,2,0.2,52.5114
312,CA-2016-142902,9/12/2016,9/14/2016,"Second Class",BP-11185,"Ben Peterman",Corporate,"United States",Arvada,Colorado,80004,West,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,1,0.2,1.7136
313,CA-2016-142902,9/12/2016,9/14/2016,"Second Class",BP-11185,"Ben Peterman",Corporate,"United States",Arvada,Colorado,80004,West,OFF-LA-10000634,"Office Supplies",Labels,"Avery 509",6.264,3,0.2,2.0358
323,CA-2014-156601,9/19/2014,9/24/2014,"Standard Class",FA-14230,"Frank Atkinson",Corporate,"United States","Long Beach",California,90805,West,OFF-FA-10000624,"Office Supplies",Fasteners,"OIC Binder Clips",7.16,2,0,3.58
324,CA-2016-162138,4/23/2016,4/27/2016,"Standard Class",GK-14620,"Grace Kelly",Corporate,"United States",Hesperia,California,92345,West,OFF-BI-10004593,"Office Supplies",Binders,"Ibico Laser Imprintable Binding System Covers",251.52,6,0.2,81.744
325,CA-2016-162138,4/23/2016,4/27/2016,"Standard Class",GK-14620,"Grace Kelly",Corporate,"United States",Hesperia,California,92345,West,TEC-AC-10001908,Technology,Accessories,"Logitech Wireless Headset h800",99.99,1,0,34.9965
335,CA-2015-137946,9/1/2015,9/4/2015,"Second Class",DB-13615,"Doug Bickford",Consumer,"United States","Los Angeles",California,90045,West,OFF-BI-10001922,"Office Supplies",Binders,"Storex Dura Pro Binders",4.752,1,0.2,1.6038
336,CA-2015-137946,9/1/2015,9/4/2015,"Second Class",DB-13615,"Doug Bickford",Consumer,"United States","Los Angeles",California,90045,West,TEC-CO-10001449,Technology,Copiers,"Hewlett Packard LaserJet 3310 Copier",959.984,2,0.2,335.9944
337,CA-2015-137946,9/1/2015,9/4/2015,"Second Class",DB-13615,"Doug Bickford",Consumer,"United States","Los Angeles",California,90045,West,OFF-BI-10004140,"Office Supplies",Binders,"Avery Non-Stick Binders",14.368,4,0.2,4.49
338,CA-2014-129924,7/12/2014,7/17/2014,"Standard Class",AC-10420,"Alyssa Crouse",Corporate,"United States","San Francisco",California,94122,West,OFF-BI-10003314,"Office Supplies",Binders,"Tuff Stuff Recycled Round Ring Binders",7.712,2,0.2,2.7956
339,CA-2014-129924,7/12/2014,7/17/2014,"Standard Class",AC-10420,"Alyssa Crouse",Corporate,"United States","San Francisco",California,94122,West,FUR-TA-10004575,Furniture,Tables,"Hon 5100 Series Wood Tables",698.352,3,0.2,-17.4588
346,CA-2017-169901,6/15/2017,6/19/2017,"Standard Class",CC-12550,"Clay Cheatham",Consumer,"United States","San Francisco",California,94122,West,TEC-PH-10002293,Technology,Phones,"Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5",47.976,3,0.2,4.7976
366,CA-2014-123344,9/24/2014,9/29/2014,"Standard Class",JD-16060,"Julia Dunbar",Consumer,"United States","San Francisco",California,94109,West,OFF-ST-10001713,"Office Supplies",Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0,8.4784
373,US-2014-119137,7/23/2014,7/27/2014,"Standard Class",AG-10900,"Arthur Gainer",Consumer,"United States",Tucson,Arizona,85705,West,OFF-BI-10001982,"Office Supplies",Binders,"Wilson Jones Custom Binder Spines & Labels",8.16,5,0.7,-5.712
374,US-2014-119137,7/23/2014,7/27/2014,"Standard Class",AG-10900,"Arthur Gainer",Consumer,"United States",Tucson,Arizona,85705,West,TEC-AC-10003911,Technology,Accessories,"NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router",1023.936,8,0.2,179.1888
375,US-2014-119137,7/23/2014,7/27/2014,"Standard Class",AG-10900,"Arthur Gainer",Consumer,"United States",Tucson,Arizona,85705,West,OFF-AR-10000658,"Office Supplies",Art,"Newell 324",9.24,1,0.2,0.924
376,US-2014-119137,7/23/2014,7/27/2014,"Standard Class",AG-10900,"Arthur Gainer",Consumer,"United States",Tucson,Arizona,85705,West,TEC-AC-10002076,Technology,Accessories,"Microsoft Natural Keyboard Elite",479.04,10,0.2,-29.94
382,CA-2016-134775,10/28/2016,10/29/2016,"First Class",AS-10285,"Alejandro Savely",Corporate,"United States","San Francisco",California,94109,West,OFF-PA-10004734,"Office Supplies",Paper,"Southworth Structures Collection",50.96,7,0,25.48
383,CA-2016-134775,10/28/2016,10/29/2016,"First Class",AS-10285,"Alejandro Savely",Corporate,"United States","San Francisco",California,94109,West,OFF-BI-10002225,"Office Supplies",Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11" x 14-7/8"""",49.536,3,0.2,17.3376
392,US-2014-135972,9/21/2014,9/23/2014,"Second Class",JG-15115,"Jack Garza",Consumer,"United States","Des Moines",Washington,98198,West,TEC-PH-10003012,Technology,Phones,"Nortel Meridian M3904 Professional Digital phone",246.384,2,0.2,27.7182
